thrust time (ms),thrust (N),burn time (s),Pc (psi),Pc time (ms),burn time (s),Interpolated Pc,At (in$2),Ctau
1713734922029,306.95,12.845,120.32839,1713734914720,5.538,,,
1713734922037,306.28,12.853,120.40004,1713734914726,5.544,,,
1713734922049,308.36,12.865,120.33316,1713734914729,5.547,,,
1713734922062,308.6,12.878,119.97422,1713734914732,5.55,,,
1713734922070,310.4,12.886,119.83049,1713734914735,5.553,,,
1713734922082,306.64,12.898,119.6961,1713734914739,5.557,,,
1713734922095,308.22,12.911,119.91231,1713734914742,5.56,,,
1713734922103,304.36,12.919,119.96977,1713734914746,5.564,,,
1713734922115,308.68,12.931,119.94551,1713734914751,5.569,,,
1713734922127,310.3,12.943,120.11012,1713734914758,5.576,,,
1713734922135,304.99,12.951,119.78492,1713734914762,5.58,,,
1713734922148,308.61,12.964,119.69219,1713734914765,5.583,,,
1713734922160,305.1,12.976,119.92819,1713734914769,5.587,,,
1713734922169,304.24,12.985,119.97163,1713734914772,5.59,,,
1713734922181,308.04,12.997,120.02989,1713734914777,5.595,,,
1713734922192,307.64,13.008,120.32073,1713734914780,5.598,,,
1713734922201,306.33,13.017,120.07812,1713734914783,5.601,,,
1713734922213,303.91,13.029,120.10219,1713734914790,5.608,,,
1713734922222,306.64,13.038,120.20377,1713734914793,5.611,,,
1713734922234,306.81,13.05,120.27775,1713734914797,5.615,,,
1713734922246,307.55,13.062,120.12535,1713734914801,5.619,,,
1713734922255,307.13,13.071,119.97133,1713734914806,5.624,,,
1713734922267,308.06,13.083,119.70422,1713734914809,5.627,,,
1713734922279,307.52,13.095,119.55702,1713734914814,5.632,,,
1713734922287,309.61,13.103,119.4106,1713734914818,5.636,,,
1713734922300,309.66,13.116,119.41398,1713734914823,5.641,,,
1713734922312,306.08,13.128,119.25142,1713734914827,5.645,,,
1713734922320,306.51,13.136,119.32559,1713734914832,5.65,,,
1713734922332,306.29,13.148,119.6255,1713734914835,5.653,,,
1713734922344,307.43,13.16,119.88053,1713734914841,5.659,,,
1713734922352,307.78,13.168,119.93583,1713734914846,5.664,,,
1713734922365,310.35,13.181,119.83619,1713734914850,5.668,,,
1713734922377,307.87,13.193,119.93009,1713734914853,5.671,,,
1713734922385,308.88,13.201,120.17642,1713734914856,5.674,,,
1713734922397,306.64,13.213,120.06127,1713734914859,5.677,,,
1713734922409,305.97,13.225,119.84326,1713734914862,5.68,,,
1713734922418,306.51,13.234,120.1309,1713734914870,5.688,,,
1713734922431,309.41,13.247,120.08073,1713734914875,5.693,,,
1713734922443,307.35,13.259,120.03919,1713734914879,5.697,,,
1713734922451,307.04,13.267,120.032,1713734914882,5.7,,,
1713734922463,308.34,13.279,120.26636,1713734914891,5.709,,,
1713734922471,307.74,13.287,120.25563,1713734914895,5.713,,,
1713734922484,309.3,13.3,120.47395,1713734914899,5.717,,,
1713734922496,306.64,13.312,120.26567,1713734914903,5.721,,,
1713734922504,306.7,13.32,120.32842,1713734914906,5.724,,,
1713734922516,307.71,13.332,120.1046,1713734914909,5.727,,,
1713734922528,308.47,13.344,119.78782,1713734914912,5.73,,,
1713734922537,305.82,13.353,120.01587,1713734914916,5.734,,,
1713734922549,305.52,13.365,120.06054,1713734914919,5.737,,,
1713734922561,306.92,13.377,120.10424,1713734914923,5.741,,,
1713734922570,306.55,13.386,119.91546,1713734914946,5.764,,,
1713734922582,307.26,13.398,120.04488,1713734914950,5.768,,,
1713734922594,306.37,13.41,119.74951,1713734914953,5.771,,,
1713734922603,305.54,13.419,119.65616,1713734914956,5.774,,,
1713734922615,308.65,13.431,119.80278,1713734914959,5.777,,,
1713734922627,305.45,13.443,119.72865,1713734914970,5.788,,,
1713734922635,307.37,13.451,119.81267,1713734914973,5.791,,,
1713734922647,309.38,13.463,119.78981,1713734914990,5.808,,,
1713734922659,309.31,13.475,119.85181,1713734914993,5.811,,,
1713734922668,311.15,13.484,119.86274,1713734914996,5.814,,,
1713734922680,309.35,13.496,119.69805,1713734914999,5.817,,,
1713734922692,311.03,13.508,119.46424,1713734915009,5.827,,,
1713734922700,305.79,13.516,119.76061,1713734915012,5.83,,,
1713734922713,308.69,13.529,119.64075,1713734915015,5.833,,,
1713734922722,307.37,13.538,119.77862,1713734915019,5.837,,,
1713734922734,305.67,13.55,119.66223,1713734915022,5.84,,,
1713734922746,306.53,13.562,119.69757,1713734915029,5.847,,,
1713734922754,308.4,13.57,119.61535,1713734915032,5.85,,,
1713734922767,307.15,13.583,119.8731,1713734915038,5.856,,,
1713734922778,307.84,13.594,119.83913,1713734915044,5.862,,,
1713734922787,305.04,13.603,119.6191,1713734915049,5.867,,,
1713734922799,304.55,13.615,119.59721,1713734915056,5.874,,,
1713734922811,305.99,13.627,119.6337,1713734915063,5.881,,,
1713734922819,305.3,13.635,119.66902,1713734915068,5.886,,,
1713734922832,310.82,13.648,119.69959,1713734915076,5.894,,,
1713734922844,306.42,13.66,119.44618,1713734915085,5.903,,,
1713734922852,307.93,13.668,119.34618,1713734915091,5.909,,,
1713734922865,307.39,13.681,119.50084,1713734915097,5.915,,,
1713734922876,309.88,13.692,119.35188,1713734915101,5.919,,,
1713734922885,308.26,13.701,119.35231,1713734915109,5.927,,,
1713734922897,308.78,13.713,119.4032,1713734915118,5.936,,,
1713734922909,309.54,13.725,119.6734,1713734915126,5.944,,,
1713734922918,307.96,13.734,119.62975,1713734915129,5.947,,,
1713734922930,310.56,13.746,119.75574,1713734915134,5.952,,,
1713734922942,309.39,13.758,119.6745,1713734915141,5.959,,,
1713734922950,308.32,13.766,119.73129,1713734915147,5.965,,,
1713734922963,307.35,13.779,119.76168,1713734915150,5.968,,,
1713734922972,305.4,13.788,119.84516,1713734915157,5.975,,,
1713734922983,307.74,13.799,119.96764,1713734915165,5.983,,,
1713734922995,306.97,13.811,120.05959,1713734915168,5.986,,,
1713734923004,309.74,13.82,120.30808,1713734915171,5.989,,,
1713734923016,310.58,13.832,120.10448,1713734915174,5.992,,,
1713734923028,310.82,13.844,120.18429,1713734915181,5.999,,,
1713734923039,310.67,13.855,119.93311,1713734915184,6.002,,,
1713734923049,309.8,13.865,120.14748,1713734915192,6.01,,,
1713734923061,311.18,13.877,120.25036,1713734915212,6.03,,,
1713734923069,310.4,13.885,119.81769,1713734915220,6.038,,,
1713734923081,310.74,13.897,119.83525,1713734915225,6.043,,,
1713734923093,308.62,13.909,119.89883,1713734915231,6.049,,,
1713734923102,305.01,13.918,119.65297,1713734915238,6.056,,,
1713734923115,307.21,13.931,119.45553,1713734915244,6.062,,,
1713734923127,307.18,13.943,119.38629,1713734915250,6.068,,,
1713734923135,308.05,13.951,119.12187,1713734915257,6.075,,,
1713734923147,309.29,13.963,118.6556,1713734915264,6.082,,,
1713734923159,306.21,13.975,118.55594,1713734915270,6.088,,,
1713734923168,307.63,13.984,118.30173,1713734915276,6.094,,,
1713734923180,307.16,13.996,118.26734,1713734915280,6.098,,,
1713734923192,307.13,14.008,117.97644,1713734915283,6.101,,,
1713734923201,309.7,14.017,117.47566,1713734915286,6.104,,,
1713734923212,303.79,14.028,117.23227,1713734915290,6.108,,,
1713734923221,304.37,14.037,117.27648,1713734915293,6.111,,,
1713734923233,305.54,14.049,116.82851,1713734915296,6.114,,,
1713734923245,306.71,14.061,116.64629,1713734915299,6.117,,,
1713734923254,310.16,14.07,116.57126,1713734915302,6.12,,,
1713734923266,307.13,14.082,116.30344,1713734915305,6.123,,,
1713734923278,307.25,14.094,116.10279,1713734915309,6.127,,,
1713734923287,306.78,14.103,116.1425,1713734915312,6.13,,,
1713734923299,309.04,14.115,115.97515,1713734915315,6.133,,,
1713734923310,307.77,14.126,115.72708,1713734915318,6.136,,,
1713734923319,304.41,14.135,115.78102,1713734915321,6.139,,,
1713734923331,306.74,14.147,115.60819,1713734915325,6.143,,,
1713734923343,307.98,14.159,115.46591,1713734915328,6.146,,,
1713734923352,308.96,14.168,115.52571,1713734915331,6.149,,,
1713734923364,308,14.18,115.02587,1713734915334,6.152,,,
1713734923376,306.95,14.192,115.10185,1713734915337,6.155,,,
1713734923385,305.49,14.201,115.22748,1713734915341,6.159,,,
1713734923397,305.89,14.213,115.01312,1713734915344,6.162,,,
1713734923409,306.57,14.225,115.15323,1713734915347,6.165,,,
1713734923417,307.24,14.233,115.15728,1713734915350,6.168,,,
1713734923429,308.23,14.245,114.98385,1713734915353,6.171,,,
1713734923442,306.91,14.258,114.72231,1713734915356,6.174,,,
1713734923451,306.79,14.267,114.66012,1713734915360,6.178,,,
1713734923462,308.11,14.278,114.26374,1713734915363,6.181,,,
1713734923471,305.29,14.287,114.33174,1713734915367,6.185,,,
1713734923483,302.82,14.299,114.05142,1713734915370,6.188,,,
1713734923496,306.91,14.312,114.25644,1713734915378,6.196,,,
1713734923503,304.7,14.319,114.52797,1713734915381,6.199,,,
1713734923516,305.5,14.332,114.47792,1713734915388,6.206,,,
1713734923528,306.79,14.344,114.48235,1713734915392,6.21,,,
1713734923536,306.64,14.352,114.35363,1713734915397,6.215,,,
1713734923548,307.94,14.364,114.22114,1713734915402,6.22,,,
1713734923561,306.53,14.377,114.00214,1713734915407,6.225,,,
1713734923569,307.12,14.385,113.86682,1713734915411,6.229,,,
1713734923581,304.78,14.397,114.00391,1713734915415,6.233,,,
1713734923593,306.22,14.409,114.04456,1713734915419,6.237,,,
1713734923602,307.77,14.418,114.48832,1713734915423,6.241,,,
1713734923614,307.44,14.43,114.56679,1713734915426,6.244,,,
1713734923626,305.82,14.442,114.39922,1713734915430,6.248,,,
1713734923635,303.97,14.451,113.98922,1713734915440,6.258,,,
1713734923647,302.77,14.463,114.02803,1713734915446,6.264,,,
1713734923659,304.73,14.475,113.89547,1713734915452,6.27,,,
1713734923667,303.61,14.483,114.1039,1713734915456,6.274,,,
1713734923680,304.71,14.496,113.97164,1713734915460,6.278,,,
1713734923692,306.56,14.508,113.992,1713734915466,6.284,,,
1713734923700,304.45,14.516,113.82676,1713734915471,6.289,,,
1713734923712,304.07,14.528,114.07025,1713734915474,6.292,,,
1713734923721,301.77,14.537,113.95001,1713734915478,6.296,,,
1713734923733,300.54,14.549,113.92511,1713734915481,6.299,,,
1713734923745,304.01,14.561,113.72389,1713734915484,6.302,,,
1713734923753,304.34,14.569,113.71248,1713734915492,6.31,,,
1713734923766,307.59,14.582,113.54429,1713734915497,6.315,,,
1713734923778,307.07,14.594,113.72148,1713734915504,6.322,,,
1713734923786,301.52,14.602,114.02303,1713734915508,6.326,,,
1713734923799,302.12,14.615,113.83925,1713734915515,6.333,,,
1713734923811,302.86,14.627,113.82192,1713734915519,6.337,,,
1713734923819,298.14,14.635,113.79971,1713734915522,6.34,,,
1713734923831,305.44,14.647,113.58671,1713734915528,6.346,,,
1713734923843,304.44,14.659,113.59961,1713734915531,6.349,,,
1713734923852,300.91,14.668,113.47061,1713734915535,6.353,,,
1713734923864,301.49,14.68,113.32702,1713734915538,6.356,,,
1713734923876,297.33,14.692,113.35477,1713734915541,6.359,,,
1713734923885,303.1,14.701,113.28157,1713734915544,6.362,,,
1713734923897,301.75,14.713,113.04158,1713734915547,6.365,,,
1713734923909,302.09,14.725,112.80817,1713734915551,6.369,,,
1713734923917,304.75,14.733,112.81196,1713734915559,6.377,,,
1713734923937,299.59,14.753,112.43287,1713734915564,6.382,,,
1713734923941,296.84,14.757,112.52389,1713734915568,6.386,,,
1713734923950,297.35,14.766,112.54641,1713734915571,6.389,,,
1713734923962,293.8,14.778,112.61898,1713734915575,6.393,,,
1713734923971,298.62,14.787,112.94884,1713734915580,6.398,,,
1713734923983,298.74,14.799,112.85271,1713734915584,6.402,,,
1713734923995,297.99,14.811,113.17183,1713734915588,6.406,,,
1713734924003,298.39,14.819,112.80845,1713734915593,6.411,,,
1713734924016,293.78,14.832,112.92144,1713734915597,6.415,,,
1713734924028,298.27,14.844,112.7194,1713734915601,6.419,,,
1713734924036,295.1,14.852,112.7402,1713734915606,6.424,,,
1713734924048,294.95,14.864,112.75317,1713734915609,6.427,,,
1713734924060,295.67,14.876,113.07015,1713734915614,6.432,,,
1713734924069,294.37,14.885,113.01565,1713734915619,6.437,,,
1713734924081,296.09,14.897,113.19509,1713734915626,6.444,,,
1713734924093,292.24,14.909,113.0943,1713734915630,6.448,,,
1713734924102,283.93,14.918,113.27643,1713734915636,6.454,,,
1713734924113,286.58,14.929,112.89264,1713734915639,6.457,,,
1713734924127,290.34,14.943,113.23135,1713734915645,6.463,,,
1713734924134,287.95,14.95,112.98075,1713734915648,6.466,,,
1713734924147,287.27,14.963,113.0268,1713734915655,6.473,,,
1713734924159,286.95,14.975,112.70293,1713734915659,6.477,,,
1713734924167,284.86,14.983,112.9032,1713734915663,6.481,,,
1713734924179,279.84,14.995,112.75733,1713734915666,6.484,,,
1713734924192,280.11,15.008,112.6563,1713734915669,6.487,,,
1713734924200,282.56,15.016,112.58149,1713734915674,6.492,,,
1713734924212,284.81,15.028,112.36794,1713734915678,6.496,,,
1713734924225,283.75,15.041,112.36543,1713734915681,6.499,,,
1713734924232,274.92,15.048,112.21419,1713734915684,6.502,,,
1713734924245,276.02,15.061,112.35346,1713734915692,6.51,,,
1713734924253,279.58,15.069,112.02184,1713734915698,6.516,,,
1713734924267,276.96,15.083,112.13139,1713734915701,6.519,,,
1713734924279,273.39,15.095,111.73096,1713734915704,6.522,,,
1713734924286,276,15.102,111.94755,1713734915710,6.528,,,
1713734924298,276.62,15.114,111.79267,1713734915713,6.531,,,
1713734924310,274.63,15.126,111.76662,1713734915720,6.538,,,
1713734924319,276.33,15.135,111.76776,1713734915723,6.541,,,
1713734924331,277.14,15.147,111.91519,1713734915729,6.547,,,
1713734924343,274.1,15.159,111.87983,1713734915733,6.551,,,
1713734924351,274.54,15.167,112.08947,1713734915737,6.555,,,
1713734924363,275.04,15.179,112.17362,1713734915743,6.561,,,
1713734924376,274.56,15.192,112.46196,1713734915747,6.565,,,
1713734924384,274.36,15.2,112.19707,1713734915752,6.57,,,
1713734924398,276.65,15.214,112.42971,1713734915757,6.575,,,
1713734924408,277.84,15.224,112.44554,1713734915763,6.581,,,
1713734924417,275.17,15.233,112.69003,1713734915768,6.586,,,
1713734924429,270.78,15.245,113.03804,1713734915774,6.592,,,
1713734924441,274.51,15.257,113.07921,1713734915782,6.6,,,
1713734924450,274.69,15.266,113.42583,1713734915786,6.604,,,
1713734924462,269.35,15.278,113.63245,1713734915792,6.61,,,
1713734924474,271.59,15.29,113.9323,1713734915799,6.617,,,
1713734924482,273.75,15.298,114.3607,1713734915802,6.62,,,
1713734924495,276.93,15.311,114.3152,1713734915808,6.626,,,
1713734924503,279.76,15.319,114.44399,1713734915812,6.63,,,
1713734924515,285.81,15.331,114.47977,1713734915818,6.636,,,
1713734924527,292.93,15.343,114.69043,1713734915821,6.639,,,
1713734924536,304.63,15.352,114.61982,1713734915826,6.644,,,
1713734924548,303.47,15.364,114.53733,1713734915833,6.651,,,
1713734924560,298.23,15.376,114.43566,1713734915836,6.654,,,
1713734924568,301.51,15.384,114.57682,1713734915841,6.659,,,
1713734924586,305.47,15.402,114.63211,1713734915846,6.664,,,
1713734924593,305.77,15.409,114.9226,1713734915853,6.671,,,
1713734924601,311.36,15.417,115.07339,1713734915856,6.674,,,
1713734924613,316.7,15.429,115.12118,1713734915863,6.681,,,
1713734924625,308.95,15.441,114.97194,1713734915866,6.684,,,
1713734924634,307.25,15.45,114.76161,1713734915873,6.691,,,
1713734924646,310.36,15.462,114.7138,1713734915876,6.694,,,
1713734924659,312.98,15.475,114.6953,1713734915884,6.702,,,
1713734924667,311.53,15.483,115.05149,1713734915891,6.709,,,
1713734924679,312.05,15.495,114.58828,1713734915894,6.712,,,
1713734924691,313.92,15.507,114.31477,1713734915900,6.718,,,
1713734924700,315.18,15.516,114.47394,1713734915906,6.724,,,
1713734924712,317.44,15.528,114.38795,1713734915911,6.729,,,
1713734924724,320.25,15.54,114.40926,1713734915916,6.734,,,
1713734924732,318.14,15.548,114.23269,1713734915921,6.739,,,
1713734924744,316.18,15.56,114.24065,1713734915926,6.744,,,
1713734924753,316.48,15.569,114.21297,1713734915934,6.752,,,
1713734924765,318.44,15.581,113.91679,1713734915938,6.756,,,
1713734924778,324.17,15.594,113.95294,1713734915945,6.763,,,
1713734924785,333.35,15.601,113.84051,1713734915948,6.766,,,
1713734924798,332.16,15.614,114.3125,1713734915956,6.774,,,
1713734924810,328.37,15.626,114.11296,1713734915959,6.777,,,
1713734924818,329.3,15.634,114.23353,1713734915962,6.78,,,
1713734924831,335.18,15.647,114.08179,1713734915969,6.787,,,
1713734924843,333.27,15.659,114.07283,1713734915973,6.791,,,
1713734924851,325.01,15.667,113.85159,1713734915980,6.798,,,
1713734924863,329.25,15.679,113.75047,1713734915987,6.805,,,
1713734924875,326.8,15.691,113.83974,1713734915993,6.811,,,
1713734924884,330.18,15.7,113.62021,1713734915997,6.815,,,
1713734924896,338.06,15.712,113.32697,1713734916002,6.82,,,
1713734924908,339.57,15.724,113.51949,1713734916009,6.827,,,
1713734924916,337.25,15.732,113.69057,1713734916013,6.831,,,
1713734924929,339.2,15.745,114.06028,1713734916016,6.834,,,
1713734924941,338.75,15.757,114.11827,1713734916023,6.841,,,
1713734924950,341.88,15.766,114.1982,1713734916030,6.848,,,
1713734924962,340.39,15.778,114.31266,1713734916033,6.851,,,
1713734924974,345.8,15.79,114.61859,1713734916040,6.858,,,
1713734924982,352.82,15.798,114.69841,1713734916043,6.861,,,
1713734924995,355.94,15.811,115.07033,1713734916049,6.867,,,
1713734925003,348.29,15.819,115.25022,1713734916052,6.87,,,
1713734925015,345.35,15.831,115.11108,1713734916059,6.877,,,
1713734925027,349.73,15.843,115.19069,1713734916065,6.883,,,
1713734925035,355.78,15.851,115.31394,1713734916068,6.886,,,
1713734925049,357.61,15.865,115.48832,1713734916071,6.889,,,
1713734925061,360,15.877,115.75205,1713734916080,6.898,,,
1713734925069,356.86,15.885,116.08853,1713734916088,6.906,,,
1713734925081,357.79,15.897,116.24632,1713734916093,6.911,,,
1713734925092,360.37,15.908,116.29003,1713734916099,6.917,,,
1713734925101,357.23,15.917,116.40058,1713734916103,6.921,,,
1713734925113,343.84,15.929,116.57012,1713734916109,6.927,,,
1713734925125,334.76,15.941,117.08463,1713734916113,6.931,,,
1713734925134,326.33,15.95,117.32195,1713734916116,6.934,,,
1713734925146,312.95,15.962,117.51658,1713734916121,6.939,,,
1713734925158,303.84,15.974,117.37038,1713734916125,6.943,,,
1713734925166,296.06,15.982,117.49933,1713734916128,6.946,,,
1713734925179,290.58,15.995,117.1202,1713734916132,6.95,,,
1713734925191,288.51,16.007,117.41494,1713734916135,6.953,,,
1713734925199,286.27,16.015,117.23381,1713734916140,6.958,,,
1713734925211,283.31,16.027,117.50503,1713734916143,6.961,,,
1713734925225,281.24,16.041,117.58268,1713734916146,6.964,,,
1713734925232,277.63,16.048,117.40582,1713734916149,6.967,,,
1713734925244,275.56,16.06,117.56568,1713734916152,6.97,,,
1713734925253,272.38,16.069,117.3042,1713734916155,6.973,,,
1713734925266,270.18,16.082,117.21665,1713734916159,6.977,,,
